Author Info
Author,# Of Reviews,Product URL,Rating,Average Rating,Review Text,Review Date,Sentiment Score,Word Count,# LQ Words,Verified Purchase,Repeatability Percentage
Amazon Customer,55,https://www.amazon.ca/Meaneor-Sleeve-Keyhole-Summer-Casual/dp/B072K579TW?ref=pf_vv_at_pdctrvw_dp,3,4.0,"Sweet dress but it has a tear along the seam. I can fix it easily, but definitely shouldn’t be damaged upon arrival.",2018-07-27,0.058967500000000034,22,0,Yes,0.015873015873015872
Kindle Customer,46,https://www.amazon.ca/Vingt-mille-lieues-sous-French-ebook/dp/B005Q5JK5U?ref=pf_vv_at_pdctrvw_dp,4,4.1,Jules Verne était un grand admirateur de Guy de Maupassant et ça se voit. Bons souvenirs de mon enfance.,2018-08-06,0.490284,19,0,Yes,0.014925373134328342
Amazon Customer,56,https://www.amazon.ca/Paw-Prints-37716-Plastic-Measured/dp/B071VYK9Y4?ref=pf_vv_at_pdctrvw_dp,4,3.3,My wife loves this no more mess on the floor in the garage,2018-05-30,-0.81778,13,0,Yes,0.03448275862068964
Joshua Kennedy,8,https://www.amazon.ca/Kushies-Silisnap-Waterproof-detachable-silicone/dp/B072FL5N2M?ref=pf_vv_at_pdctrvw_dp,5,4.1,Perfect product for our toddlers!,2018-12-06,0.948196,5,0,Yes,0.07142857142857142
Kindle Customer,46,https://www.amazon.ca/Justice-All-Al-Pacino/dp/B00441GYPG?ref=pf_vv_at_pdctrvw_dp,5,4.4,A classic. Always nice to see Al Pacino blowing a fuse :-),2018-07-08,0.491421,11,0,Yes,0.014925373134328342
SG,8,https://www.amazon.ca/Columbia-Alpine-Escape-TurboDown-X-Large/dp/B01N65AUFO?ref=pf_vv_at_pdctrvw_dp,1,1.0,Size is too big,2018-10-26,0.278785,4,0,Yes,0.25
neighbour2thenorth,25,https://www.amazon.ca/Seychelle-Family-Pitcher-Radiological-Replacement/dp/B01HT1G448?ref=pf_vv_at_pdctrvw_dp,5,5.0,Best water filter,2017-02-09,0.823121,3,0,Yes,0.05
Rizzle Dizzle,60,https://www.amazon.ca/Sausage-Party-Bilingual-Kristen-Jonah/dp/B01KAHCDL6?ref=pf_vv_at_pdctrvw_dp,5,3.8,"Wow, is this for real?",2017-10-02,0.404428,5,0,Yes,0.019999999999999993
Amazon Customer,9,https://www.amazon.ca/TIGER-SAFETY-LIGHTWEIGHT-LEATHER-BOOTS/dp/B078TP174T?ref=pf_vv_at_pdctrvw_dp,5,4.4,My husband loves. Will buy again,2018-10-31,0.4820225,6,0,Yes,0.1111111111111111
Amazon Customer,10,https://www.amazon.ca/Bissell-39N7H-Steam-Shot/dp/B00Q7WYLI2?ref=pf_vv_at_pdctrvw_dp,5,4.0,"My favourite cleaning tool, HANDS DOWN. Got all the nasty little corners.",2018-09-05,-0.1686085,12,0,Yes,0.16666666666666663
makaveli,43,https://www.amazon.ca/Bluedio-Bluetooth-Headphones-headphones-Childrens/dp/B00Q2Z4FTE?ref=pf_vv_at_pdctrvw_dp,5,4.2,Very nice headphones they last a long time with out charge. I think maybe about every week i charge it. The sound quality is ok average nothing special. You pay for what u get . But overal…,2016-12-13,0.0269806,36,0,Yes,0.01818181818181819
Amazon Customer,56,https://www.amazon.ca/DEWALT-DCE560B-300ml-Adhesive-Baretool/dp/B01J6KTBI6?ref=pf_vv_at_pdctrvw_dp,4,4.1,This thing saved me so much time only down fall was that i thought it was the bigger one. also sucks that you cant change out the barrel to allow for the bigger sized tubes,2018-05-30,-0.7377365,35,0,Yes,0.03448275862068964
Amazon Customer,57,https://www.amazon.ca/Pursonic-dead-mask-blackheads-natural/dp/B01N2ICY52?ref=pf_vv_at_pdctrvw_dp,3,4.1,Decent mask. Goes on nice and has a very musky smell. Skin is very soft after use.,2017-03-23,0.4532016666666667,17,0,Yes,0.011764705882352924
Amazon Customer,57,https://www.amazon.ca/Brita-Water-Filter-Pitcher-Replacement/dp/B0000AP7NV?ref=pf_vv_at_pdctrvw_dp,4,4.5,"Very good, just as pictured. Works as expected.",2017-02-10,0.788159,8,0,Yes,0.011764705882352924
scott morrell,56,https://www.amazon.ca/ZYLISS-Piece-Paring-Sheath-Covers/dp/B00LIRKR52?ref=pf_vv_at_pdctrvw_dp,5,4.3,We stopped using our expensive Zwilling J.A. Henckels knives because these are way better.,2017-01-31,0.13067800000000002,14,0,Yes,0.023255813953488347
Amazon Customer,64,https://www.amazon.ca/Beadalon-202K-030-7-Piece-Pouch-Econo/dp/B00164SF6U?ref=pf_vv_at_pdctrvw_dp,4,4.5,Perfect jewelry making starter kit,2018-03-21,0.90993,5,0,Yes,0.009259259259259266
Kindle Customer,46,https://www.amazon.ca/Samsung-Galaxy-Tab-9-7-PlanetPro/dp/B0157R2AS0?ref=pf_vv_at_pdctrvw_dp,5,5.0,Very sturdy. Fits well. Only complaint is that the cover sheds a little on the screen but it's easy to wipe off with a lint-free cloth. Excellent purchase.,2017-04-25,0.10922275000000001,28,0,Yes,0.014925373134328342
scott morrell,56,https://www.amazon.ca/OXO-Good-Grips-1066736SS-Holder/dp/B000W8AF2S?ref=pf_vv_at_pdctrvw_dp,5,4.3,One-handed paper towel grabbing is essential.,2018-07-17,0.902397,6,0,Yes,0.023255813953488347
Amazon Customer,64,https://www.amazon.ca/Weiman-Glass-Cooktop-Cleaner-Polish/dp/B008EDFI16?ref=pf_vv_at_pdctrvw_dp,5,4.5,This stuff is magic. Worth every penny. Tried everything to clean my glass top stove and stumbled upon this product along the way. Stove looks like new after using this product. Would recommend.,2018-12-10,0.2770606,33,0,Yes,0.009259259259259266
Amazon Customer,23,https://www.amazon.ca/Leg-Avenue-Womens-Plus-Size-Costume/dp/B00JSJS9MK?ref=pf_vv_at_pdctrvw_dp,5,3.9,Excellent definitely buying items from seller again,2018-10-26,0.955438,7,0,Yes,0.047619047619047616
Matthew Wickware,21,https://www.amazon.ca/CableCreation-Toslink-Digital-Optical-Plated/dp/B01J7MU5MY?ref=pf_vv_at_pdctrvw_dp,5,3.4,"I still need another adaptor, but this product works as advertised.",2017-05-24,0.271762,11,0,Yes,0.08333333333333331
makaveli,43,https://www.amazon.ca/Spigen-Magnetic-Holder-Compatible-iPhone/dp/B0109JIQ0W?ref=pf_vv_at_pdctrvw_dp,5,4.4,Inexpensive and does the job. Easily removable.,2018-10-01,0.4646425,7,0,Yes,0.01818181818181819
SG,8,https://www.amazon.ca/AmazonBasics-3-Outlet-Surge-Protector-Ports/dp/B01BYO79UE?ref=pf_vv_at_pdctrvw_dp,5,4.5,Good,2018-10-26,0.0,1,0,Yes,0.25
Amazon Customer,1,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774?ref=pf_vv_at_pdctrvw_dp,5,4.1,Great fan.,2018-09-05,0.969602,2,0,Yes,1.0
Amazon Customer,57,https://www.amazon.ca/HIRALIY-Adjustable-Backlight-Programmable-Ergonomic/dp/B01F3JQJKW?ref=pf_vv_at_pdctrvw_dp,3,3.8,Liked it a lot at first but didn't last. After a few months the scroll stopped working.,2018-09-06,-0.29114550000000006,17,0,Yes,0.011764705882352924
Michael Hudson,43,https://www.amazon.ca/Excellent-Hydration-System-carrier-Coyote/dp/B01N47WDE3?ref=pf_vv_at_pdctrvw_dp,5,5.0,"Nice water hydration pack, well made and great quality.",2018-12-14,0.99435,9,0,Yes,0.016393442622950827
Amazon Customer,55,https://www.amazon.ca/Sensodyne-Mouthwash-Daily-Sensitivity-Relief/dp/B0772W2WDM?ref=pf_vv_at_pdctrvw_dp,5,5.0,Love this mouthwash!,2018-10-23,0.977159,3,0,Yes,0.015873015873015872
Rene Landry,9,https://www.amazon.ca/Fast-Metabolism-Diet-More-Weight-ebook/dp/B009UAO0B6?ref=pf_vv_at_pdctrvw_dp,5,4.2,"C'est plue qu'une diète, c'est une manière de bien manger en utilisant notre corps pour éliminer du gras. C'est très efficace.",2015-09-05,0.014540500000000012,21,0,Yes,0.050000000000000024
Kindle Customer,46,https://www.amazon.ca/Ogilvy-Advertising-David-ebook/dp/B00HU7ZIQ2?ref=pf_vv_at_pdctrvw_dp,4,4.6,"Even though this was written almost 40 years ago, it is surprising how much the principles still apply.",2017-04-25,0.865055,18,0,Yes,0.014925373134328342
Matthew Wickware,21,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774?ref=pf_vv_at_pdctrvw_dp,5,4.1,Nothing fancy butworks like a charm.,2018-10-02,0.522418,6,0,Yes,0.08333333333333331
Rizzle Dizzle,60,https://www.amazon.ca/Film-Favorites-Family-Comedies-Osmosis/dp/B000006FQS?ref=pf_vv_at_pdctrvw_dp,5,4.0,I love these child hood shows and hope my kids will too.,2017-09-04,0.956805,12,0,Yes,0.019999999999999993
Rizzle Dizzle,60,https://www.amazon.ca/3Pcs-Battery-Holder-Standard-Connector/dp/B014YSFMXI?ref=pf_vv_at_pdctrvw_dp,5,4.8,"New, clean, seems durable. Great item.",2018-06-01,0.870004,6,0,Yes,0.019999999999999993
Amazon Customer,57,https://www.amazon.ca/Halloween-Cosplay-Catsuit-Jumpsuit-Bodysuit/dp/B074T7TDQN?ref=pf_vv_at_pdctrvw_dp,4,4.6,It stretches great and is very comfortable for the most part. The back unfortunately doesn't fit quite right but that may just depend on how it fits different body types. Just beware it may not fit perfectly for everyone but it fits. I am typically a size 2/ size small,2017-12-27,-0.09366149999999998,50,0,Yes,0.011764705882352924
Allrounder,12,https://www.amazon.ca/VEEYOO-Memory-Foam-Bath-Mat/dp/B072XHV71Z?ref=pf_vv_at_pdctrvw_dp,5,4.2,"I use this for my dogs to sleep on in their kennels. It is nice and soft, easily washable. The material is sturdy, vacuuming is easy. I double these for my lab and use just one for my pug.",2018-08-27,0.806168,39,0,Yes,0.022222222222222216
Amazon Customer,64,https://www.amazon.ca/Sonicare-Rechargeable-Toothbrush-HX3211-03/dp/B01BV0EZY4?ref=pf_vv_at_pdctrvw_dp,5,4.3,"As the dental hygienist in the family, have purchased this as a gift for multiple people and everyone is super happy with the product. I recommend this brand to my patients all the tim.",2018-12-10,0.9820595000000001,34,0,Yes,0.009259259259259266
Rizzle Dizzle,60,https://www.amazon.ca/LanLan-10pcs-Pack-E26-Adapter/dp/B00OSZLJN0?ref=pf_vv_at_pdctrvw_dp,5,4.4,Looks durable.have not tested,2017-10-02,0.413183,4,0,Yes,0.019999999999999993
Amazon Customer,14,https://www.amazon.ca/Chinese-Embroidered-Flower-Bridal-Ballet/dp/B01LN8XFBS?ref=pf_vv_at_pdctrvw_dp,5,5.0,"these are so cute! I love them, they are so comfortable",2017-04-24,0.9881800000000001,11,0,Yes,0.1111111111111111
scott morrell,56,https://www.amazon.ca/Brother-MFC7360N-Monochrome-Discontinued-Manufacturer/dp/B004QM99K0?ref=pf_vv_at_pdctrvw_dp,5,4.8,"I had a hp 6300 and it was so noisy and slow. This one sits nicely on the side of my desk, the tapered bottom seems to allow it to fit on my smallish filing cabinet. The paper is hidden away underneath, now the kids dont see it and take it so that i …",2014-02-26,-0.26381366666666667,54,0,Yes,0.023255813953488347
Amazon Customer,8,https://www.amazon.ca/Trademark-Innovations-Set-Food-Covers/dp/B00LQMKWJK?ref=pf_vv_at_pdctrvw_dp,5,3.9,Lightweight and flexible.,2016-01-02,0.939886,3,0,Yes,0.16666666666666666
Bala,5,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8,3,4.1,Good,2018-10-20,0.0,1,0,Yes,1.0
Amazon Customer,5,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774?ref=pf_vv_at_pdctrvw_dp,5,4.1,I order 3 fans. Easy assembly super quiet and all work great.,2018-10-05,0.483863,12,0,Yes,0.16666666666666666
Rizzle Dizzle,60,https://www.amazon.ca/Marijuana-Autoflower-Plant-Fertilizer-Hydroponic/dp/B078QGMBJ9?ref=pf_vv_at_pdctrvw_dp,5,5.0,"Thisis my. Third package i have bough, great fertilizer it has improved my crop so much. ASIN:B078QGMBJ9 Marijuana Autoflower 4 Plant Fertilizer Kit, High Yield Marijua…",2018-03-24,0.3258756666666667,26,0,Yes,0.019999999999999993
AJ,22,https://www.amazon.ca/Lime-Essential-Oil-Undiluted-Therapeutic/dp/B00TOVG3KC?ref=pf_vv_at_pdctrvw_dp,5,4.5,Love it,2017-07-10,0.0,2,0,Yes,0.07692307692307694
James A Tibbetts,3,https://www.amazon.ca/Robinson-Crusoe-Daniel-Defoe/dp/1989201091?ref=pf_vv_at_pdctrvw_dp,5,5.0,This is an excellent buy. The binding quality was top notch.  I was worried a book priced this low would have issues. I am happy I was wrong.,2018-07-17,0.15785724999999998,28,0,Yes,0.3333333333333333
Jennifer,192,https://www.amazon.ca/Brighter-Child-Flash-Cards-Phonics/dp/0769647499?ref=pf_vv_at_pdctrvw_dp,5,4.5,works good ok quality,2018-11-02,0.980636,4,0,Yes,0.01111111111111111
Amazon Customer,8,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774?ref=pf_vv_at_pdctrvw_dp,5,4.1,Maybe the best standing fan you can get at this price.,2018-11-09,0.693127,11,0,Yes,0.16666666666666666
Kindle Customer,46,https://www.amazon.ca/Amazon-Essentials-Regular-Fit-Cotton-XX-Large/dp/B01IXFQSYK?ref=pf_vv_at_pdctrvw_dp,5,3.9,Perfect fit. Good price.,2018-08-06,0.0,4,0,Yes,0.014925373134328342
sylvie Rodeghiero,20,https://www.amazon.ca/Bracelet-Vocheng-Multilayer-Magnetic-NN-602/dp/B06ZYGRFZ7?ref=pf_vv_at_pdctrvw_dp,5,5.0,my favorite,2018-10-01,0.916631,2,0,Yes,0.16666666666666666
Amazon Customer,64,https://www.amazon.ca/ILOVEDIY-Plated-Jewelry-Making-Golden/dp/B00X6ZUE2A?ref=pf_vv_at_pdctrvw_dp,5,5.0,Perfect size I was looking for,2018-03-21,0.953116,6,0,Yes,0.009259259259259266
Michael Hudson,43,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8,5,4.1,"Works well, great price.",2018-12-14,0.964876,4,0,Yes,0.016393442622950827
Typhanie,9,https://www.amazon.ca/Kidiway-3045-kidicomfort-Fitted-sheet/dp/B06XSCZ1R9?ref=pf_vv_at_pdctrvw_dp,5,4.7,Loved the print!,2018-11-13,0.950311,3,0,Yes,0.12499999999999999
Amazon Customer,23,https://www.amazon.ca/Pavilion-Company-19111-Grandmother-Figurine/dp/B00ZC8I7NW?ref=pf_vv_at_pdctrvw_dp,5,4.5,"Beautiful! Perfect, unblemished.",2017-06-10,0.9829600000000001,3,0,Yes,0.047619047619047616
neighbour2thenorth,25,https://www.amazon.ca/Complete-Cancer-Cleanse-Cherie-Calbom/dp/0785288635?ref=pf_vv_at_pdctrvw_dp,5,4.2,"Good advise not only for cancer patients, but everyone",2018-03-30,0.439303,9,0,Yes,0.05
Amazon Customer,56,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774?ref=pf_vv_at_pdctrvw_dp,5,4.1,Very noisy but if that doesn’t bother u it’s a great fan,2018-11-27,-0.461953,12,0,Yes,0.03448275862068964
Jennifer,192,https://www.amazon.ca/Cleaning-Exfoliating-Cleansing-Accessories-OKDEALS/dp/B0778FYT2H?ref=pf_vv_at_pdctrvw_dp,5,4.1,super soft spa quality,2018-11-02,0.955714,4,0,Yes,0.01111111111111111
Amazon Customer,56,https://www.amazon.ca/DEWALT-DCL079B-Cordless-Tripod-Light/dp/B077ZCTBFY?ref=pf_vv_at_pdctrvw_dp,5,5.0,Great product easy to setup. Only whished it had the option like Milwaukee of the corded/battery with battery charger,2018-11-13,0.474074,19,0,Yes,0.03448275862068964
Jennifer,192,https://www.amazon.ca/Breathable-Adjustable-Fishing-Camping-Cycling/dp/B01IHIDVJI?ref=pf_vv_at_pdctrvw_dp,5,4.6,fits bigger just what i needed,2017-09-19,0.62428,6,0,Yes,0.01111111111111111
Amazon Customer,57,https://www.amazon.ca/PowerBear-Battery-2800mAh-T-Mobile-Warranty/dp/B01MQ2RU7O?ref=pf_vv_at_pdctrvw_dp,2,3.7,Did not work for my LG G5. Though arguably my phone could not have been saved,2018-09-06,-0.709851,16,0,Yes,0.011764705882352924
Jennifer,192,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8,5,4.1,was looking for an economy priced fan that works and it does the only complaint is the lowest setting could be a little lower,2018-11-02,-0.651174,24,0,Yes,0.01111111111111111
makaveli,43,https://www.amazon.ca/Webcam-Privacy-Laptop-Tablet-Smartphone/dp/B078SKLGGF?ref=pf_vv_at_pdctrvw_dp,5,3.8,"Amazing product Does what it says Last very long, till this day still stuck",2018-10-01,-0.773402,14,0,Yes,0.01818181818181819
Jennifer,192,https://www.amazon.ca/Hasbro-Monopoly-Game-Star-Anniversary-Special/dp/B01MZ8NX7U?ref=pf_vv_at_pdctrvw_dp,5,4.6,as expected,2017-09-19,0.0,2,0,Yes,0.01111111111111111
Jennifer,192,https://www.amazon.ca/InterDesign-Refrigerator-Freezer-Storage-Organizer/dp/B00DKXXM2C?ref=pf_vv_at_pdctrvw_dp,5,4.6,would recommend this for any fridge !!!! fits perfect on bottom shelf,2018-11-02,0.7867595000000001,11,0,Yes,0.01111111111111111
Amazon Customer,57,https://www.amazon.ca/Primula-6-Cup-Tempo-Coffee-Press/dp/B00IJBQMI6?ref=pf_vv_at_pdctrvw_dp,4,3.9,"Serves two large mugs at best, so it was smaller than expected...but for the price I can't complain. Works very well.",2017-02-10,0.740521,21,0,Yes,0.011764705882352924
Client d'Amazon,9,https://www.amazon.ca/Umbra-Automatic-Dispenser-Kitchen-Bathroom/dp/B00656S3F2?ref=pf_vv_at_pdctrvw_dp,5,3.5,"Bon produit, fonctionne à merveille, très pratique!",2016-06-08,0.986102,6,0,Yes,0.03333333333333333
Amazon Customer,27,https://www.amazon.ca/Graduated-Droppers-CKANDAY-Multi-Color-Silicone/dp/B07GDM5M3H?ref=pf_vv_at_pdctrvw_dp,5,5.0,As advertised quick shipping with prime,2018-11-16,0.0,6,0,Yes,0.0769230769230769
K-Mac,0,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8,5,4.1,This is a great working fan. Exactly what I wanted. Easy to put together,2018-09-18,0.6287006666666667,14,0,Yes,0.3333333333333333
Ted Boucher,5,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774?ref=pf_vv_at_pdctrvw_dp,5,4.1,Quick and easy to put together.,2018-09-18,0.932643,6,0,Yes,0.5
SIBY PAUL,11,https://www.amazon.ca/TRIXES-Chrome-Plated-Kitchen-Cutlery/dp/B06WLM2SFK?ref=pf_vv_at_pdctrvw_dp,5,3.0,Very good,2018-07-25,0.0,2,0,Yes,0.16666666666666666
Amazon Customer,56,https://www.amazon.ca/MCCAFE-Premium-Roast-Coffee-Single/dp/B06XRG6C64?ref=pf_vv_at_pdctrvw_dp,5,4.3,gotta have it,2018-05-30,0.0,4,0,Yes,0.03448275862068964
Saima Tazreen,33,https://www.amazon.ca/LINENSPA-All-Season-Reversible-Alternative-Comforter/dp/B01GF5HM6I?ref=pf_vv_at_pdctrvw_dp,5,4.5,"For the price, this comforter is amazing! Though somewhat light, it's soft and comfortable. If you are looking for something reasonably priced with good quality, this is the one for you!",2018-08-17,0.966929,31,0,Yes,0.018867924528301886
Amazon Customer,57,https://www.amazon.ca/751320C-Ceramic-Heater-Remote-Control/dp/B01JTOX4C8?ref=pf_vv_at_pdctrvw_dp,5,4.0,"Have had it for a few months and still works great. Keeps my bedroom very warm at night, very helpful in the winter.",2017-02-10,0.9795605000000001,23,0,Yes,0.011764705882352924
Rizzle Dizzle,60,https://www.amazon.ca/Worlds-Greatest-Dad-Robin-Williams/dp/B002UXYDF8?ref=pf_vv_at_pdctrvw_dp,5,3.3,Great show great shipping. Quality product,2017-10-02,0.4871975,6,0,Yes,0.019999999999999993
Mike Philpott,21,https://www.amazon.ca/A7070-2-P2-Toilet-Adhesive-Brushed-Stainless/dp/B00VNBEKGA?ref=pf_vv_at_pdctrvw_dp,5,4.7,Great product. 3M tape worked like a charm. Shipping was fast and the package was undamaged. Thank you for the great product.,2017-05-09,0.83077175,22,0,Yes,0.062499999999999986
Mike Philpott,21,https://www.amazon.ca/KAYIZU-Performance-Underwear-Athletic-2-Pack/dp/B07648RBJV?ref=pf_vv_at_pdctrvw_dp,5,4.8,Look great. Hopefully they last. But the quality is amazing.,2018-09-21,0.6400433333333333,10,0,Yes,0.062499999999999986
Amazon Customer,57,https://www.amazon.ca/Motor-Trend-Weather-Universal-190-Inch/dp/B01BBVPV3W?ref=pf_vv_at_pdctrvw_dp,5,4.1,Excellent cover. Haven't had any issues and I appreciate being able to lock it on.,2017-12-27,0.6561615000000001,15,0,Yes,0.011764705882352924
Jennifer,192,https://www.amazon.ca/Brand-Breathable-Wedding-Garment-LESSTM/dp/B00TQ0ATR4?ref=pf_vv_at_pdctrvw_dp,5,5.0,as expected,2017-09-19,0.0,2,0,Yes,0.01111111111111111
Joshua Kennedy,8,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774?ref=pf_vv_at_pdctrvw_dp,1,4.1,Not even 24 hrs of use and already stopped working. Smells like burnt motor and won't turn on anymore.,2018-12-16,-0.933202,19,0,Yes,0.07142857142857142
Jennifer,192,https://www.amazon.ca/OtterBox-DEFENDER-Case-Samsung-Galaxy/dp/B00Z7SGMLG?ref=pf_vv_at_pdctrvw_dp,5,4.5,Came fast and fits my phone perfect its exactly what i was looking for,2017-03-21,0.85933,14,0,Yes,0.01111111111111111
Michael Hudson,43,https://www.amazon.ca/Condor-Pouch-Olive-Drab-4Dia-Inch/dp/B0068SYN5G?ref=pf_vv_at_pdctrvw_dp,5,4.5,"Great pouch, you can tell the quality of condor. I have another one made by another brand and I thought it was good, but the fit and finish of this item shows its quality.",2018-12-14,0.82996,34,0,Yes,0.016393442622950827
AJ,22,https://www.amazon.ca/Bars-100-ORGANIC-Poured-Beeswax/dp/B00BM99VAI?ref=pf_vv_at_pdctrvw_dp,5,4.3,Amazing,2018-11-14,0.0,1,0,Yes,0.07692307692307694
AJ,22,https://www.amazon.ca/Cinnamon-Leaf-Essential-Oil-Therapeutic/dp/B01CUSL2I8?ref=pf_vv_at_pdctrvw_dp,2,4.1,Just smells awful. Maybe i'm using too much.,2017-07-10,-0.4845635,8,0,Yes,0.07692307692307694
Ted Boucher,5,https://www.amazon.ca/Toothbrush-Replacement-Waterproof-End-round-Teeteck/dp/B078WKTZ2P?ref=pf_vv_at_pdctrvw_dp,5,4.4,"Great toothbrush, has the same features as ones that are a lot more expensive.",2018-09-18,0.511026,14,0,Yes,0.5
